建物種別,建物名,路線情報,駅名,賃料,管理費,月額
賃貸マンション,ケルスコート笹塚,京王線/笹塚駅 歩6分,笹塚,15.8,0.0,15.8
賃貸マンション,東京メトロ日比谷線 仲御徒町駅 5階建 築9年,東京メトロ日比谷線/仲御徒町駅 歩3分,仲御徒町,12.5,0.0,12.5
賃貸マンション,都営大江戸線 両国駅 7階建 築5年,都営大江戸線/両国駅 歩5分,両国,15.3,1.5,16.8
賃貸マンション,都営大江戸線 両国駅 7階建 築5年,都営大江戸線/両国駅 歩5分,両国,15.4,1.5,16.9
賃貸マンション,ＪＲ山手線 上野駅 14階建 築5年,ＪＲ山手線/上野駅 歩5分,上野,16.5,1.0,17.5
賃貸マンション,リヴシティ向島参番館,東武伊勢崎線/東向島駅 歩7分,東向島,14.2,1.0,15.2
賃貸マンション,クレストコート木場,東京メトロ東西線/木場駅 歩3分,木場,17.7,1.5,19.2
賃貸マンション,クレストコート木場,東京メトロ東西線/木場駅 歩3分,木場,18.0,1.5,19.5
賃貸マンション,クレストコート木場,東京メトロ東西線/木場駅 歩3分,木場,18.1,1.5,19.6
賃貸マンション,クレストコート木場,東京メトロ東西線/木場駅 歩3分,木場,18.3,1.5,19.8
賃貸マンション,クレストコート木場,東京メトロ東西線/木場駅 歩3分,木場,18.3,1.5,19.8
賃貸マンション,クレストコート木場,東京メトロ東西線/木場駅 歩3分,木場,18.4,1.5,19.9
賃貸マンション,ミリアレジデンス新宿御苑II,東京メトロ丸ノ内線/新宿御苑前駅 歩5分,新宿御苑前,21.0,2.0,23.0
賃貸マンション,ミリアレジデンス新宿御苑II,東京メトロ丸ノ内線/新宿御苑前駅 歩5分,新宿御苑前,21.2,2.0,23.2
賃貸マンション,La casa dolce,京王線/布田駅 歩4分,布田,17.7,1.1,18.8
賃貸マンション,京王線 布田駅 3階建 築2年,京王線/布田駅 歩4分,布田,17.7,1.1,18.8
賃貸マンション,東京メトロ千代田線 千駄木駅 14階建 築9年,東京メトロ千代田線/千駄木駅 歩5分,千駄木,27.0,1.5,28.5
賃貸マンション,ロイヤルシティニュ－赤羽II,東京メトロ南北線/赤羽岩淵駅 歩4分,赤羽岩淵,12.0,0.0,12.0
賃貸マンション,Ｂｒｉｌｌｉａ月島四丁目,東京メトロ有楽町線/月島駅 歩3分,月島,20.5,1.5,22.0
賃貸マンション,ＪＲ山手線 神田駅 8階建 築8年,ＪＲ山手線/神田駅 歩3分,神田,19.0,0.88,19.88
賃貸マンション,東急世田谷線 若林駅 3階建 築8年,東急世田谷線/若林駅 歩5分,若林,14.5,0.8,15.3
賃貸マンション,東京メトロ銀座線 外苑前駅 9階建 築10年,東京メトロ銀座線/外苑前駅 歩4分,外苑前,21.1,1.0,22.1
賃貸マンション,東京メトロ銀座線 外苑前駅 9階建 築10年,東京メトロ銀座線/外苑前駅 歩4分,外苑前,26.5,1.0,27.5
賃貸マンション,東京メトロ銀座線 外苑前駅 9階建 築10年,東京メトロ銀座線/外苑前駅 歩4分,外苑前,27.8,1.0,28.8
賃貸マンション,東京メトロ銀座線 外苑前駅 9階建 築10年,東京メトロ銀座線/外苑前駅 歩4分,外苑前,26.8,2.0,28.8
賃貸マンション,ＪＲ山手線 秋葉原駅 12階建 築6年,ＪＲ山手線/秋葉原駅 歩3分,秋葉原,20.1,1.6,21.700000000000003
賃貸マンション,ＪＲ山手線 秋葉原駅 12階建 築6年,ＪＲ山手線/秋葉原駅 歩3分,秋葉原,20.4,1.6,22.0
賃貸マンション,パティーナV代々木上原,東京メトロ千代田線/代々木上原駅 歩8分,代々木上原,18.3,2.0,20.3
賃貸マンション,My style vintage世田谷松原,京王線/下高井戸駅 歩4分,下高井戸,15.2,1.0,16.2
賃貸マンション,My style vintage世田谷松原,京王線/下高井戸駅 歩4分,下高井戸,15.5,1.0,16.5
賃貸マンション,My style vintage世田谷松原,京王線/下高井戸駅 歩4分,下高井戸,16.4,1.0,17.4
賃貸マンション,My style vintage世田谷松原,京王線/下高井戸駅 歩4分,下高井戸,16.4,1.0,17.4
賃貸マンション,My style vintage世田谷松原,京王線/下高井戸駅 歩4分,下高井戸,16.6,1.0,17.6
賃貸マンション,My style vintage世田谷松原,京王線/下高井戸駅 歩4分,下高井戸,16.9,1.0,17.9
賃貸アパート,サクラノテラス北千住I,東京メトロ日比谷線/北千住駅 歩9分,北千住,11.0,0.7,11.7
賃貸マンション,Nステージ上野,ＪＲ山手線/上野駅 歩5分,上野,18.9,2.1,21.0
賃貸マンション,Nステージ上野,ＪＲ山手線/上野駅 歩5分,上野,18.9,2.1,21.0
賃貸マンション,ＨＪ　ＰＬＡＣＥ　ＯＴＳＵＫＡ,東京メトロ丸ノ内線/新大塚駅 歩5分,新大塚,16.5,0.5,17.0
賃貸マンション,モンベル北馬込,都営浅草線/馬込駅 歩1分,馬込,13.5,0.3,13.8
賃貸マンション,モンベル北馬込,都営浅草線/馬込駅 歩1分,馬込,13.5,0.3,13.8
賃貸マンション,モンベル北馬込,都営浅草線/馬込駅 歩1分,馬込,13.5,0.3,13.8
賃貸マンション,モンベル北馬込,都営浅草線/馬込駅 歩1分,馬込,15.7,0.3,16.0
賃貸マンション,モンベル北馬込,都営浅草線/馬込駅 歩1分,馬込,15.7,0.3,16.0
賃貸マンション,都営三田線 御成門駅 15階建 築2年,都営三田線/御成門駅 歩7分,御成門,20.9,1.2,22.099999999999998
賃貸マンション,東京メトロ日比谷線 虎ノ門ヒルズ駅 15階建 築2年,東京メトロ日比谷線/虎ノ門ヒルズ駅 歩7分,虎ノ門ヒルズ,20.9,1.2,22.099999999999998
賃貸マンション,ＪＲ総武線 錦糸町駅 14階建 築2年,ＪＲ総武線/錦糸町駅 歩6分,錦糸町,15.2,1.8,17.0
賃貸マンション,ＪＲ総武線 錦糸町駅 14階建 築2年,ＪＲ総武線/錦糸町駅 歩6分,錦糸町,15.7,1.8,17.5
賃貸マンション,ＪＲ総武線 錦糸町駅 14階建 築2年,ＪＲ総武線/錦糸町駅 歩6分,錦糸町,17.7,1.8,19.5
賃貸マンション,ＪＲ総武線 錦糸町駅 14階建 築2年,ＪＲ総武線/錦糸町駅 歩6分,錦糸町,20.0,1.8,21.8
賃貸マンション,ＪＲ総武線 錦糸町駅 14階建 築2年,ＪＲ総武線/錦糸町駅 歩6分,錦糸町,21.7,1.8,23.5
賃貸マンション,ＪＲ総武線 錦糸町駅 14階建 築2年,ＪＲ総武線/錦糸町駅 歩6分,錦糸町,21.9,1.8,23.7
賃貸マンション,GOLD FOREST　半蔵門,東京メトロ半蔵門線/半蔵門駅 歩2分,半蔵門,29.9,1.6,31.5
賃貸マンション,GOLD FOREST　半蔵門,東京メトロ半蔵門線/半蔵門駅 歩2分,半蔵門,31.5,1.6,33.1
賃貸マンション,GOLD FOREST　半蔵門,東京メトロ半蔵門線/半蔵門駅 歩2分,半蔵門,31.5,1.6,33.1
賃貸マンション,テラス自由が丘,東急東横線/自由が丘駅 歩4分,自由が丘,23.9,1.5,25.4
賃貸マンション,東急東横線 自由が丘駅 6階建 築3年,東急東横線/自由が丘駅 歩4分,自由が丘,23.9,1.5,25.4
賃貸マンション,ニド西早稲田,東京メトロ副都心線/西早稲田駅 歩4分,西早稲田,15.2,1.5,16.7
賃貸マンション,ニド西早稲田,東京メトロ副都心線/西早稲田駅 歩4分,西早稲田,15.2,1.5,16.7
賃貸マンション,ニド西早稲田,東京メトロ副都心線/西早稲田駅 歩4分,西早稲田,16.5,1.5,18.0
賃貸マンション,東京メトロ副都心線 西早稲田駅 5階建 築3年,東京メトロ副都心線/西早稲田駅 歩4分,西早稲田,15.2,1.5,16.7
賃貸マンション,東京メトロ副都心線 西早稲田駅 5階建 築3年,東京メトロ副都心線/西早稲田駅 歩4分,西早稲田,15.2,1.5,16.7
賃貸マンション,東京メトロ副都心線 西早稲田駅 5階建 築3年,東京メトロ副都心線/西早稲田駅 歩4分,西早稲田,16.5,1.5,18.0
賃貸マンション,ピアース新宿三丁目,東京メトロ副都心線/新宿三丁目駅 歩6分,新宿三丁目,17.0,1.0,18.0
賃貸マンション,東京メトロ副都心線 北参道駅 5階建 築1年,東京メトロ副都心線/北参道駅 歩5分,北参道,21.8,0.8,22.6
賃貸マンション,Ｆ５０,東京メトロ日比谷線/仲御徒町駅 歩3分,仲御徒町,12.5,0.0,12.5
賃貸マンション,ＪＲ総武線 両国駅 11階建 築9年,ＪＲ総武線/両国駅 歩5分,両国,17.0,1.0,18.0
賃貸マンション,(仮称)荒川区西日暮里1丁目新築計画,ＪＲ山手線/西日暮里駅 歩8分,西日暮里,15.4,0.8,16.2
賃貸マンション,(仮称)荒川区西日暮里1丁目新築計画,ＪＲ山手線/西日暮里駅 歩8分,西日暮里,15.5,0.8,16.3
賃貸マンション,(仮称)荒川区西日暮里1丁目新築計画,ＪＲ山手線/西日暮里駅 歩8分,西日暮里,15.6,0.8,16.4
賃貸マンション,(仮称)荒川区西日暮里1丁目新築計画,ＪＲ山手線/西日暮里駅 歩8分,西日暮里,15.4,1.0,16.4
賃貸マンション,(仮称)荒川区西日暮里1丁目新築計画,ＪＲ山手線/西日暮里駅 歩8分,西日暮里,15.5,1.0,16.5
賃貸マンション,(仮称)荒川区西日暮里1丁目新築計画,ＪＲ山手線/西日暮里駅 歩8分,西日暮里,15.6,1.0,16.6
賃貸マンション,Ｔｈｅ　ｇｌｏｗ　Ｍｉｔａ,ＪＲ山手線/田町駅 歩7分,田町,20.6,1.2,21.8
賃貸マンション,Ｔｈｅ　ｇｌｏｗ　Ｍｉｔａ,ＪＲ山手線/田町駅 歩7分,田町,20.7,1.2,21.9
賃貸マンション,Ｔｈｅ　ｇｌｏｗ　Ｍｉｔａ,ＪＲ山手線/田町駅 歩7分,田町,21.0,1.2,22.2
賃貸マンション,Ｔｈｅ　ｇｌｏｗ　Ｍｉｔａ,ＪＲ山手線/田町駅 歩7分,田町,21.1,1.2,22.3
賃貸マンション,Ｔｈｅ　ｇｌｏｗ　Ｍｉｔａ,ＪＲ山手線/田町駅 歩7分,田町,21.2,1.2,22.4
賃貸マンション,Ｔｈｅ　ｇｌｏｗ　Ｍｉｔａ,ＪＲ山手線/田町駅 歩7分,田町,28.5,1.2,29.7
賃貸マンション,Ｔｈｅ　ｇｌｏｗ　Ｍｉｔａ,ＪＲ山手線/田町駅 歩7分,田町,28.7,1.2,29.9
賃貸マンション,Ｔｈｅ　ｇｌｏｗ　Ｍｉｔａ,ＪＲ山手線/田町駅 歩7分,田町,29.3,1.2,30.5
賃貸マンション,Ｔｈｅ　ｇｌｏｗ　Ｍｉｔａ,ＪＲ山手線/田町駅 歩7分,田町,29.5,1.2,30.7
賃貸マンション,Ｔｈｅ　ｇｌｏｗ　Ｍｉｔａ,ＪＲ山手線/田町駅 歩7分,田町,29.7,1.2,30.9
賃貸マンション,Ｔｈｅ　ｇｌｏｗ　Ｍｉｔａ,ＪＲ山手線/田町駅 歩7分,田町,30.1,1.2,31.3
賃貸マンション,Ｔｈｅ　ｇｌｏｗ　Ｍｉｔａ,ＪＲ山手線/田町駅 歩7分,田町,30.3,1.2,31.5
賃貸マンション,Ｔｈｅ　ｇｌｏｗ　Ｍｉｔａ,ＪＲ山手線/田町駅 歩7分,田町,30.9,1.2,32.1
賃貸マンション,Ｔｈｅ　ｇｌｏｗ　Ｍｉｔａ,ＪＲ山手線/田町駅 歩7分,田町,31.1,1.2,32.300000000000004
賃貸マンション,Ｔｈｅ　ｇｌｏｗ　Ｍｉｔａ,ＪＲ山手線/田町駅 歩7分,田町,31.3,1.2,32.5
賃貸マンション,ＪＲ山手線 西日暮里駅 5階建 新築,ＪＲ山手線/西日暮里駅 歩8分,西日暮里,15.4,0.8,16.2
賃貸マンション,ＪＲ山手線 西日暮里駅 5階建 新築,ＪＲ山手線/西日暮里駅 歩8分,西日暮里,15.5,0.8,16.3
賃貸マンション,ＪＲ山手線 西日暮里駅 5階建 新築,ＪＲ山手線/西日暮里駅 歩8分,西日暮里,15.4,1.0,16.4
賃貸マンション,ＪＲ山手線 西日暮里駅 5階建 新築,ＪＲ山手線/西日暮里駅 歩8分,西日暮里,15.6,0.8,16.4
賃貸マンション,ＪＲ山手線 西日暮里駅 5階建 新築,ＪＲ山手線/西日暮里駅 歩8分,西日暮里,15.5,1.0,16.5
賃貸マンション,ＪＲ山手線 西日暮里駅 5階建 新築,ＪＲ山手線/西日暮里駅 歩8分,西日暮里,15.6,1.0,16.6
賃貸マンション,ＪＲ山手線 浜松町駅 18階建 築5年,ＪＲ山手線/浜松町駅 歩7分,浜松町,27.0,0.0,27.0
賃貸マンション,東京ポートシティ竹芝 レジデンスタワー,ＪＲ山手線/浜松町駅 歩7分,浜松町,27.0,0.0,27.0
賃貸マンション,ＺＯＯＭ錦糸町Ｐａｒｋｓｉｄｅ,ＪＲ総武線快速/錦糸町駅 歩3分,錦糸町,22.6,2.0,24.6
賃貸マンション,ＺＯＯＭ錦糸町Ｐａｒｋｓｉｄｅ,ＪＲ総武線快速/錦糸町駅 歩3分,錦糸町,23.0,2.0,25.0
賃貸マンション,ＺＯＯＭ錦糸町Ｐａｒｋｓｉｄｅ,ＪＲ総武線快速/錦糸町駅 歩3分,錦糸町,23.3,2.0,25.3
賃貸マンション,ＺＯＯＭ錦糸町Ｐａｒｋｓｉｄｅ,ＪＲ総武線快速/錦糸町駅 歩3分,錦糸町,23.5,2.0,25.5
賃貸マンション,ＬａＳａｎｔｅ　上野,ＪＲ山手線/上野駅 歩7分,上野,16.9,1.5,18.4
賃貸マンション,ＬａＳａｎｔｅ　上野,ＪＲ山手線/上野駅 歩7分,上野,17.0,1.5,18.5
賃貸マンション,ＪＲ山手線 上野駅 15階建 築3年,ＪＲ山手線/上野駅 歩7分,上野,16.9,1.5,18.4
賃貸マンション,ＪＲ山手線 上野駅 15階建 築3年,ＪＲ山手線/上野駅 歩7分,上野,17.0,1.5,18.5
賃貸マンション,つくばエクスプレス 浅草駅 10階建 築2年,つくばエクスプレス/浅草駅 歩3分,浅草,15.8,1.5,17.3
賃貸マンション,つくばエクスプレス 浅草駅 10階建 築2年,つくばエクスプレス/浅草駅 歩3分,浅草,16.6,1.5,18.1
賃貸マンション,つくばエクスプレス 浅草駅 10階建 築2年,つくばエクスプレス/浅草駅 歩3分,浅草,17.2,1.5,18.7
賃貸マンション,つくばエクスプレス 浅草駅 10階建 築2年,つくばエクスプレス/浅草駅 歩3分,浅草,17.2,1.5,18.7
賃貸マンション,ＬＵＭＩＣＩＴＹ月島,都営大江戸線/月島駅 歩3分,月島,18.2,1.5,19.7
賃貸マンション,ＬＵＭＩＣＩＴＹ月島,都営大江戸線/月島駅 歩3分,月島,18.2,1.5,19.7
賃貸マンション,ＬＵＭＩＣＩＴＹ月島,都営大江戸線/月島駅 歩3分,月島,19.1,1.5,20.6
賃貸マンション,ＬＵＭＩＣＩＴＹ月島,都営大江戸線/月島駅 歩3分,月島,19.1,1.5,20.6
賃貸マンション,ＬＵＭＩＣＩＴＹ月島,都営大江戸線/月島駅 歩3分,月島,19.2,1.5,20.7
賃貸マンション,ＬＵＭＩＣＩＴＹ月島,都営大江戸線/月島駅 歩3分,月島,19.2,1.5,20.7
賃貸マンション,ＬＵＭＩＣＩＴＹ月島,都営大江戸線/月島駅 歩3分,月島,19.3,1.5,20.8
賃貸マンション,ＬＵＭＩＣＩＴＹ月島,都営大江戸線/月島駅 歩3分,月島,19.3,1.5,20.8
賃貸マンション,パークアクシス神保町,都営新宿線/神保町駅 歩4分,神保町,22.9,1.2,24.099999999999998
賃貸マンション,パークアクシス神保町,都営新宿線/神保町駅 歩4分,神保町,23.3,1.2,24.5
賃貸マンション,パークアクシス神保町,都営新宿線/神保町駅 歩4分,神保町,23.6,1.2,24.8
賃貸マンション,パークアクシス神保町,都営新宿線/神保町駅 歩4分,神保町,24.6,1.2,25.8
賃貸マンション,パークアクシス神保町,都営新宿線/神保町駅 歩4分,神保町,25.8,1.2,27.0
賃貸マンション,ＪＲ山手線 大塚駅 19階建 築8年,ＪＲ山手線/大塚駅 歩3分,大塚,15.6,1.2,16.8
賃貸マンション,ＪＲ山手線 大塚駅 19階建 築8年,ＪＲ山手線/大塚駅 歩3分,大塚,15.9,1.2,17.1
賃貸マンション,ＪＲ山手線 大塚駅 19階建 築8年,ＪＲ山手線/大塚駅 歩3分,大塚,16.0,1.2,17.2
賃貸マンション,ＪＲ山手線 大塚駅 19階建 築8年,ＪＲ山手線/大塚駅 歩3分,大塚,16.4,1.2,17.599999999999998
賃貸マンション,ＪＲ山手線 大塚駅 19階建 築8年,ＪＲ山手線/大塚駅 歩3分,大塚,16.6,1.2,17.8
賃貸マンション,ＪＲ山手線 大塚駅 19階建 築8年,ＪＲ山手線/大塚駅 歩3分,大塚,17.0,1.2,18.2
賃貸マンション,ＪＲ山手線 大塚駅 19階建 築8年,ＪＲ山手線/大塚駅 歩3分,大塚,17.4,1.2,18.599999999999998
賃貸マンション,グランドコンシェルジュ千駄ヶ谷,ＪＲ中央線/千駄ケ谷駅 歩7分,千駄ケ谷,22.4,1.1,23.5
賃貸マンション,ＪＲ中央線 千駄ケ谷駅 5階建 築8年,ＪＲ中央線/千駄ケ谷駅 歩7分,千駄ケ谷,22.4,1.1,23.5
賃貸マンション,ＪＲ総武線 錦糸町駅 14階建 築3年,ＪＲ総武線/錦糸町駅 歩6分,錦糸町,22.6,2.0,24.6
賃貸マンション,ＪＲ総武線 錦糸町駅 14階建 築3年,ＪＲ総武線/錦糸町駅 歩6分,錦糸町,23.0,2.0,25.0
賃貸マンション,ＪＲ総武線 錦糸町駅 14階建 築3年,ＪＲ総武線/錦糸町駅 歩6分,錦糸町,23.3,2.0,25.3
賃貸マンション,ＪＲ総武線 錦糸町駅 14階建 築3年,ＪＲ総武線/錦糸町駅 歩6分,錦糸町,23.5,2.0,25.5
賃貸マンション,MDM千駄ヶ谷EAST,ＪＲ中央線/千駄ケ谷駅 歩5分,千駄ケ谷,21.9,0.8,22.7
賃貸マンション,都営大江戸線 新御徒町駅 13階建 築4年,都営大江戸線/新御徒町駅 歩5分,新御徒町,14.6,1.0,15.6
賃貸マンション,都営大江戸線 新御徒町駅 13階建 築4年,都営大江戸線/新御徒町駅 歩5分,新御徒町,14.7,1.0,15.7
賃貸マンション,都営大江戸線 新御徒町駅 13階建 築4年,都営大江戸線/新御徒町駅 歩5分,新御徒町,14.8,1.0,15.8
賃貸マンション,都営大江戸線 新御徒町駅 13階建 築4年,都営大江戸線/新御徒町駅 歩5分,新御徒町,18.7,1.2,19.9
賃貸マンション,ＪＲ京浜東北線 大井町駅 3階建 築5年,ＪＲ京浜東北線/大井町駅 歩7分,大井町,18.6,0.4,19.0
賃貸マンション,ＪＲ京浜東北線 大井町駅 3階建 築5年,ＪＲ京浜東北線/大井町駅 歩7分,大井町,18.6,0.4,19.0
賃貸マンション,Ｔｈｅ　Ｇｒａｎｄ　Ｔｅｒｒａｃｅ　Ｗａｋａｂａｙａｓｈｉ,東急世田谷線/若林駅 歩3分,若林,12.6,1.0,13.6
賃貸マンション,Ｔｈｅ　Ｇｒａｎｄ　Ｔｅｒｒａｃｅ　Ｗａｋａｂａｙａｓｈｉ,東急世田谷線/若林駅 歩3分,若林,12.6,1.0,13.6
賃貸マンション,Ｔｈｅ　Ｇｒａｎｄ　Ｔｅｒｒａｃｅ　Ｗａｋａｂａｙａｓｈｉ,東急世田谷線/若林駅 歩3分,若林,12.7,1.0,13.7
賃貸マンション,Ｔｈｅ　Ｇｒａｎｄ　Ｔｅｒｒａｃｅ　Ｗａｋａｂａｙａｓｈｉ,東急世田谷線/若林駅 歩3分,若林,12.7,1.0,13.7
賃貸マンション,Ｔｈｅ　Ｇｒａｎｄ　Ｔｅｒｒａｃｅ　Ｗａｋａｂａｙａｓｈｉ,東急世田谷線/若林駅 歩3分,若林,12.7,1.0,13.7
賃貸マンション,Ｔｈｅ　Ｇｒａｎｄ　Ｔｅｒｒａｃｅ　Ｗａｋａｂａｙａｓｈｉ,東急世田谷線/若林駅 歩3分,若林,12.7,1.0,13.7
賃貸マンション,Ｔｈｅ　Ｇｒａｎｄ　Ｔｅｒｒａｃｅ　Ｗａｋａｂａｙａｓｈｉ,東急世田谷線/若林駅 歩3分,若林,12.9,1.0,13.9
賃貸マンション,Ｔｈｅ　Ｇｒａｎｄ　Ｔｅｒｒａｃｅ　Ｗａｋａｂａｙａｓｈｉ,東急世田谷線/若林駅 歩3分,若林,23.8,1.5,25.3
賃貸マンション,プラウドフラット戸越公園,東急大井町線/戸越公園駅 歩2分,戸越公園,20.8,1.2,22.0
賃貸マンション,東京メトロ半蔵門線 水天宮前駅 11階建 築7年,東京メトロ半蔵門線/水天宮前駅 歩5分,水天宮前,19.7,1.5,21.2
賃貸マンション,東京メトロ半蔵門線 水天宮前駅 11階建 築7年,東京メトロ半蔵門線/水天宮前駅 歩5分,水天宮前,20.5,1.5,22.0
賃貸マンション,東京メトロ半蔵門線 水天宮前駅 11階建 築7年,東京メトロ半蔵門線/水天宮前駅 歩5分,水天宮前,20.5,1.5,22.0
賃貸マンション,ザ・パークハビオ日本橋箱崎町,東京メトロ半蔵門線/水天宮前駅 歩5分,水天宮前,19.7,1.5,21.2
賃貸マンション,ザ・パークハビオ日本橋箱崎町,東京メトロ半蔵門線/水天宮前駅 歩5分,水天宮前,20.5,1.5,22.0
賃貸マンション,ザ・パークハビオ日本橋箱崎町,東京メトロ半蔵門線/水天宮前駅 歩5分,水天宮前,20.5,1.5,22.0
賃貸マンション,ザ・パークハビオ日本橋箱崎町,東京メトロ半蔵門線/水天宮前駅 歩5分,水天宮前,20.5,1.5,22.0
賃貸マンション,都営三田線 三田駅 12階建 築2年,都営三田線/三田駅 歩4分,三田,18.1,1.2,19.3
賃貸マンション,都営三田線 三田駅 12階建 築2年,都営三田線/三田駅 歩4分,三田,19.2,1.0,20.2
賃貸マンション,都営三田線 三田駅 12階建 築2年,都営三田線/三田駅 歩4分,三田,20.9,1.0,21.9
賃貸マンション,都営三田線 三田駅 12階建 新築,都営三田線/三田駅 歩5分,三田,20.6,1.2,21.8
賃貸マンション,都営三田線 三田駅 12階建 新築,都営三田線/三田駅 歩5分,三田,20.7,1.2,21.9
賃貸マンション,都営三田線 三田駅 12階建 新築,都営三田線/三田駅 歩5分,三田,21.0,1.2,22.2
賃貸マンション,都営三田線 三田駅 12階建 新築,都営三田線/三田駅 歩5分,三田,21.1,1.2,22.3
賃貸マンション,都営三田線 三田駅 12階建 新築,都営三田線/三田駅 歩5分,三田,21.2,1.2,22.4
賃貸マンション,都営三田線 三田駅 12階建 新築,都営三田線/三田駅 歩5分,三田,28.5,1.2,29.7
賃貸マンション,都営三田線 三田駅 12階建 新築,都営三田線/三田駅 歩5分,三田,28.7,1.2,29.9
賃貸マンション,都営三田線 三田駅 12階建 新築,都営三田線/三田駅 歩5分,三田,29.3,1.2,30.5
賃貸マンション,都営三田線 三田駅 12階建 新築,都営三田線/三田駅 歩5分,三田,29.5,1.2,30.7
賃貸マンション,都営三田線 三田駅 12階建 新築,都営三田線/三田駅 歩5分,三田,29.7,1.2,30.9
賃貸マンション,都営三田線 三田駅 12階建 新築,都営三田線/三田駅 歩5分,三田,30.1,1.2,31.3
賃貸マンション,都営三田線 三田駅 12階建 新築,都営三田線/三田駅 歩5分,三田,30.3,1.2,31.5
賃貸マンション,都営三田線 三田駅 12階建 新築,都営三田線/三田駅 歩5分,三田,30.9,1.2,32.1
賃貸マンション,都営三田線 三田駅 12階建 新築,都営三田線/三田駅 歩5分,三田,31.1,1.2,32.300000000000004
賃貸マンション,都営三田線 三田駅 12階建 新築,都営三田線/三田駅 歩5分,三田,31.3,1.2,32.5
賃貸マンション,プライマルフロント菊川,都営新宿線/菊川駅 歩4分,菊川,11.9,1.5,13.4
賃貸マンション,プライマルフロント菊川,都営新宿線/菊川駅 歩4分,菊川,17.7,1.5,19.2
賃貸マンション,メッツォ南大塚 (mezzo南大塚),ＪＲ山手線/大塚駅 歩5分,大塚,18.0,1.9,19.9
賃貸マンション,東京メトロ丸ノ内線 四谷三丁目駅 5階建 新築,東京メトロ丸ノ内線/四谷三丁目駅 歩4分,四谷三丁目,15.4,0.8,16.2
賃貸マンション,コスモグラシア内神田,ＪＲ山手線/神田駅 歩4分,神田,20.1,1.5,21.6
賃貸マンション,DECOR GRANDE ASAKUSA,つくばエクスプレス/浅草駅 歩1分,浅草,21.0,1.5,22.5
賃貸マンション,DECOR GRANDE ASAKUSA,つくばエクスプレス/浅草駅 歩1分,浅草,21.1,1.5,22.6
賃貸マンション,DECOR GRANDE ASAKUSA,つくばエクスプレス/浅草駅 歩1分,浅草,21.2,1.5,22.7
賃貸マンション,DECOR GRANDE ASAKUSA,つくばエクスプレス/浅草駅 歩1分,浅草,21.3,1.5,22.8
賃貸マンション,ＪＲ総武線 錦糸町駅 9階建 築9年,ＪＲ総武線/錦糸町駅 歩7分,錦糸町,16.0,1.5,17.5
賃貸マンション,ＪＲ総武線 錦糸町駅 9階建 築9年,ＪＲ総武線/錦糸町駅 歩7分,錦糸町,16.0,1.5,17.5
賃貸マンション,東京メトロ東西線 茅場町駅 11階建 築5年,東京メトロ東西線/茅場町駅 歩5分,茅場町,18.3,1.0,19.3
賃貸マンション,東京メトロ東西線 茅場町駅 11階建 築5年,東京メトロ東西線/茅場町駅 歩5分,茅場町,18.5,1.0,19.5
賃貸マンション,東京メトロ東西線 茅場町駅 11階建 築5年,東京メトロ東西線/茅場町駅 歩5分,茅場町,19.2,1.0,20.2
賃貸マンション,ナナエイニホンバシ（NANAEI 日本橋),東京メトロ半蔵門線/水天宮前駅 歩4分,水天宮前,19.0,1.3,20.3
賃貸マンション,ナナエイニホンバシ（NANAEI 日本橋),東京メトロ半蔵門線/水天宮前駅 歩4分,水天宮前,19.5,1.3,20.8
賃貸マンション,ナナエイニホンバシ（NANAEI 日本橋),東京メトロ半蔵門線/水天宮前駅 歩4分,水天宮前,20.0,1.3,21.3
賃貸マンション,都営大江戸線 両国駅 4階建 築5年,都営大江戸線/両国駅 歩5分,両国,13.9,0.0,13.9
賃貸マンション,都営大江戸線 両国駅 4階建 築5年,都営大江戸線/両国駅 歩5分,両国,13.9,0.0,13.9
賃貸マンション,RESIDIA大手町北　【レジディア大手町北】,ＪＲ山手線/神田駅 歩5分,神田,17.5,1.0,18.5
賃貸マンション,東武伊勢崎線 東向島駅 11階建 築1年,東武伊勢崎線/東向島駅 歩5分,東向島,14.3,1.0,15.3
賃貸マンション,ブランシエスタ両国,都営大江戸線/両国駅 歩4分,両国,18.2,1.5,19.7
賃貸マンション,ブランシエスタ両国,都営大江戸線/両国駅 歩4分,両国,18.7,1.5,20.2
賃貸マンション,プリムK,ＪＲ山手線/上野駅 歩5分,上野,15.8,1.0,16.8
賃貸マンション,都営大江戸線 新御徒町駅 14階建 新築,都営大江戸線/新御徒町駅 歩4分,新御徒町,16.0,1.2,17.2
賃貸マンション,都営大江戸線 新御徒町駅 14階建 新築,都営大江戸線/新御徒町駅 歩4分,新御徒町,16.0,1.2,17.2
賃貸マンション,都営大江戸線 新御徒町駅 14階建 新築,都営大江戸線/新御徒町駅 歩4分,新御徒町,16.2,1.2,17.4
賃貸マンション,都営大江戸線 新御徒町駅 14階建 新築,都営大江戸線/新御徒町駅 歩4分,新御徒町,16.4,1.2,17.599999999999998
賃貸マンション,都営大江戸線 新御徒町駅 14階建 新築,都営大江戸線/新御徒町駅 歩4分,新御徒町,16.6,1.2,17.8
賃貸マンション,都営大江戸線 新御徒町駅 14階建 新築,都営大江戸線/新御徒町駅 歩4分,新御徒町,17.2,1.2,18.4
