建物種別,建物名,路線情報,駅名,賃料,管理費,月額
賃貸アパート,ＪＲ京浜東北線 山手駅 3階建 築5年,ＪＲ京浜東北線/山手駅 歩7分,山手,10.8,0.5,11.3
賃貸アパート,ＪＲ南武線 武蔵小杉駅 2階建 新築,ＪＲ南武線/武蔵小杉駅 歩10分,武蔵小杉,13.9,0.4,14.3
賃貸アパート,ＪＲ南武線 武蔵小杉駅 2階建 新築,ＪＲ南武線/武蔵小杉駅 歩10分,武蔵小杉,14.2,0.4,14.6
賃貸マンション,ＬＥ　ＮＯＲＤ　ＹＯＫＯＨＡＭＡ,ＪＲ京浜東北線/横浜駅 歩10分,横浜,14.0,0.8,14.8
賃貸マンション,グレーシア・マーレ金沢八景,京急本線/金沢八景駅 歩2分,金沢八景,10.5,0.5,11.0
賃貸マンション,京急本線 金沢八景駅 3階建 築9年,京急本線/金沢八景駅 歩2分,金沢八景,10.5,0.5,11.0
賃貸マンション,ＪＲ京浜東北線 関内駅 10階建 築4年,ＪＲ京浜東北線/関内駅 歩9分,関内,13.5,1.25,14.75
賃貸マンション,Yフラット天王町,相鉄本線/天王町駅 歩6分,天王町,14.3,0.5,14.8
賃貸マンション,Yフラット天王町,相鉄本線/天王町駅 歩6分,天王町,14.4,0.5,14.9
賃貸アパート,ＪＲ横浜線 鴨居駅 3階建 築3年,ＪＲ横浜線/鴨居駅 歩6分,鴨居,12.6,0.9,13.5
賃貸マンション,ＪＲ京浜東北線 山手駅 2階建 築10年,ＪＲ京浜東北線/山手駅 歩7分,山手,12.0,0.8,12.8
賃貸マンション,ビオーラ・ブローテ横浜,ブルーライン/三ツ沢下町駅 歩4分,三ツ沢下町,10.75,0.39,11.14
賃貸アパート,ブルーライン 三ツ沢下町駅 3階建 築8年,ブルーライン/三ツ沢下町駅 歩4分,三ツ沢下町,10.75,0.39,11.14
賃貸アパート,ブルーライン 三ツ沢下町駅 3階建 築8年,ブルーライン/三ツ沢下町駅 歩4分,三ツ沢下町,10.75,0.39,11.14
賃貸マンション,デュオステージ横濱赤門通り,京急本線/黄金町駅 歩4分,黄金町,13.5,1.0,14.5
賃貸アパート,相鉄本線 天王町駅 3階建 築2年,相鉄本線/天王町駅 歩2分,天王町,14.2,0.3,14.5
賃貸アパート,相鉄本線 天王町駅 3階建 築2年,相鉄本線/天王町駅 歩2分,天王町,14.2,0.3,14.5
賃貸マンション,Comfort Residence上大岡VI,ブルーライン/上大岡駅 歩6分,上大岡,13.6,0.8,14.4
賃貸マンション,みなとみらい線 日本大通り駅 5階建 新築,みなとみらい線/日本大通り駅 歩18分,日本大通り,9.4,0.5,9.9
賃貸マンション,みなとみらい線 日本大通り駅 5階建 新築,みなとみらい線/日本大通り駅 歩18分,日本大通り,9.8,0.5,10.3
賃貸マンション,みなとみらい線 日本大通り駅 5階建 新築,みなとみらい線/日本大通り駅 歩18分,日本大通り,9.8,0.5,10.3
賃貸マンション,ピースコート登戸II,ＪＲ南武線/登戸駅 歩8分,登戸,12.0,0.5,12.5
賃貸マンション,ビーカーサイケダ,ＪＲ南武線/八丁畷駅 歩4分,八丁畷,13.4,0.6,14.0
賃貸マンション,ＫＤＸレジデンス横濱紅葉坂,ＪＲ京浜東北線/桜木町駅 歩7分,桜木町,22.5,1.0,23.5
賃貸アパート,ブルーライン センター南駅 2階建 築5年,ブルーライン/センター南駅 歩7分,センター南,9.7,0.2,9.899999999999999
賃貸マンション,ＪＲ京浜東北線 東神奈川駅 10階建 新築,ＪＲ京浜東北線/東神奈川駅 歩8分,東神奈川,15.7,1.0,16.7
賃貸マンション,ＪＲ京浜東北線 東神奈川駅 10階建 新築,ＪＲ京浜東北線/東神奈川駅 歩8分,東神奈川,17.4,1.0,18.4
賃貸マンション,レックスガ一デン横浜反町公園,ＪＲ京浜東北線/東神奈川駅 歩8分,東神奈川,15.7,1.0,16.7
賃貸マンション,ＪＲ南武線 平間駅 4階建 築6年,ＪＲ南武線/平間駅 歩2分,平間,12.5,0.45,12.95
賃貸マンション,グリーンヒル宿河原,ＪＲ南武線/宿河原駅 歩7分,宿河原,12.1,0.3,12.4
賃貸マンション,京急本線 戸部駅 10階建 築7年,京急本線/戸部駅 歩7分,戸部,12.9,1.0,13.9
賃貸マンション,ザパークハビオ西横浜,京急本線/戸部駅 歩7分,戸部,12.9,1.0,13.9
賃貸マンション,ＵＬＹＳＳＥＳ,ブルーライン/中田駅 歩2分,中田,14.7,0.5,15.2
賃貸マンション,ＵＬＹＳＳＥＳ,ブルーライン/中田駅 歩2分,中田,14.7,0.5,15.2
賃貸アパート,ＪＲ南武線 武蔵新城駅 3階建 築10年,ＪＲ南武線/武蔵新城駅 歩3分,武蔵新城,12.0,0.3,12.3
賃貸アパート,ＪＲ南武線 武蔵新城駅 3階建 築10年,ＪＲ南武線/武蔵新城駅 歩5分,武蔵新城,12.0,0.3,12.3
賃貸アパート,ウエストコンセルト,ＪＲ南武線/武蔵新城駅 歩5分,武蔵新城,12.0,0.3,12.3
賃貸マンション,KADO TAMA-PLAZA II,東急田園都市線/たまプラーザ駅 歩5分,たまプラーザ,14.4,0.45,14.85
賃貸アパート,レ・プリューム,ブルーライン/新羽駅 歩2分,新羽,9.75,0.5,10.25
賃貸アパート,レ・プリューム,ブルーライン/新羽駅 歩2分,新羽,9.85,0.5,10.35
賃貸マンション,パートナーズ・ワン,東急田園都市線/二子新地駅 歩6分,二子新地,11.9,0.5,12.4
賃貸マンション,パートナーズ・ワン,東急田園都市線/二子新地駅 歩6分,二子新地,11.9,0.5,12.4
賃貸マンション,ＧＲＡＣＥ,京急本線/金沢八景駅 歩1分,金沢八景,10.7,0.5,11.2
賃貸マンション,京急本線 金沢八景駅 4階建 築6年,京急本線/金沢八景駅 歩2分,金沢八景,10.7,0.5,11.2
賃貸アパート,D Paina 日吉本町I,グリーンライン/日吉本町駅 歩6分,日吉本町,11.3,0.5,11.8
賃貸アパート,D Paina 日吉本町I,グリーンライン/日吉本町駅 歩6分,日吉本町,11.6,0.5,12.1
賃貸アパート,D Paina 日吉本町I,グリーンライン/日吉本町駅 歩6分,日吉本町,11.9,0.5,12.4
賃貸アパート,グリーンライン 日吉本町駅 3階建 新築,グリーンライン/日吉本町駅 歩6分,日吉本町,11.6,0.5,12.1
賃貸アパート,グリーンライン 日吉本町駅 3階建 新築,グリーンライン/日吉本町駅 歩6分,日吉本町,11.9,0.5,12.4
賃貸マンション,ブルーライン 中田駅 6階建 築3年,ブルーライン/中田駅 歩2分,中田,14.7,0.5,15.2
賃貸マンション,ブルーライン 中田駅 6階建 築3年,ブルーライン/中田駅 歩2分,中田,14.7,0.5,15.2
賃貸マンション,クロイツェル,東急田園都市線/高津駅 歩5分,高津,12.2,0.45,12.649999999999999
賃貸マンション,小田急江ノ島線 鵠沼海岸駅 3階建 築3年,小田急江ノ島線/鵠沼海岸駅 歩4分,鵠沼海岸,11.9,0.8,12.700000000000001
賃貸マンション,小田急江ノ島線 鵠沼海岸駅 3階建 築3年,小田急江ノ島線/鵠沼海岸駅 歩4分,鵠沼海岸,11.8,0.9,12.700000000000001
賃貸マンション,アントラＮ,小田急江ノ島線/鵠沼海岸駅 歩4分,鵠沼海岸,11.8,0.9,12.700000000000001
賃貸マンション,アントラＮ,小田急江ノ島線/鵠沼海岸駅 歩4分,鵠沼海岸,12.4,0.9,13.3
賃貸マンション,ヒルサイド　ＮＩＳＨＩＹＡ　II,相鉄本線/西谷駅 歩1分,西谷,12.4,0.9,13.3
賃貸マンション,杜・ゆりの木,京急本線/京急川崎駅 歩7分,京急川崎,11.9,0.6,12.5
賃貸マンション,スタイリオ妙蓮寺III,東急東横線/妙蓮寺駅 歩3分,妙蓮寺,12.2,0.7,12.899999999999999
賃貸アパート,東急東横線 新丸子駅 2階建 新築,東急東横線/新丸子駅 歩7分,新丸子,13.9,0.4,14.3
賃貸アパート,東急東横線 新丸子駅 2階建 新築,東急東横線/新丸子駅 歩7分,新丸子,14.2,0.4,14.6
賃貸アパート,ラシ一ネ武蔵小杉,東急東横線/新丸子駅 歩7分,新丸子,13.9,0.4,14.3
賃貸アパート,ラシ一ネ武蔵小杉,東急東横線/新丸子駅 歩7分,新丸子,14.2,0.4,14.6
賃貸アパート,コートラシーヌ,ＪＲ南武線/武蔵中原駅 歩7分,武蔵中原,12.0,0.3,12.3
賃貸マンション,ボワ　メゾン,ＪＲ南武線/矢向駅 歩7分,矢向,12.7,0.45,13.149999999999999
賃貸マンション,ブルーライン 横浜駅 6階建 新築,ブルーライン/横浜駅 歩7分,横浜,16.0,1.5,17.5
賃貸マンション,ブルーライン 横浜駅 6階建 新築,ブルーライン/横浜駅 歩7分,横浜,18.0,1.5,19.5
賃貸アパート,カメリア生麦,京急本線/生麦駅 歩5分,生麦,9.5,0.3,9.8
賃貸アパート,カメリア生麦,京急本線/生麦駅 歩5分,生麦,9.5,0.3,9.8
賃貸アパート,カメリア生麦,京急本線/生麦駅 歩5分,生麦,9.6,0.3,9.9
賃貸アパート,カメリア生麦,京急本線/生麦駅 歩5分,生麦,9.6,0.3,9.9
賃貸アパート,カメリア生麦,京急本線/生麦駅 歩5分,生麦,9.6,0.3,9.9
賃貸アパート,カメリア生麦,京急本線/生麦駅 歩5分,生麦,9.7,0.3,10.0
賃貸マンション,ジオエント横浜,相鉄本線/平沼橋駅 歩7分,平沼橋,16.0,1.5,17.5
賃貸アパート,ＪＲ京浜東北線 大船駅 3階建 新築,ＪＲ京浜東北線/大船駅 歩6分,大船,12.0,0.45,12.45
賃貸アパート,ＪＲ京浜東北線 大船駅 3階建 新築,ＪＲ京浜東北線/大船駅 歩6分,大船,12.1,0.45,12.549999999999999
賃貸アパート,ＪＲ京浜東北線 大船駅 3階建 新築,ＪＲ京浜東北線/大船駅 歩6分,大船,12.3,0.45,12.75
賃貸アパート,ＪＲ京浜東北線 大船駅 3階建 新築,ＪＲ京浜東北線/大船駅 歩6分,大船,12.4,0.45,12.85
賃貸アパート,メゾンウエストII,ＪＲ京浜東北線/大船駅 歩6分,大船,12.0,0.45,12.45
賃貸アパート,メゾンウエストII,ＪＲ京浜東北線/大船駅 歩6分,大船,12.1,0.45,12.549999999999999
賃貸アパート,メゾンウエストII,ＪＲ京浜東北線/大船駅 歩6分,大船,12.3,0.45,12.75
賃貸アパート,メゾンウエストII,ＪＲ京浜東北線/大船駅 歩6分,大船,12.4,0.45,12.85
賃貸マンション,ＪＲ京浜東北線 関内駅 11階建 築4年,ＪＲ京浜東北線/関内駅 歩5分,関内,14.5,1.3,15.8
賃貸アパート,ｎｏｗｗｅｌｌ小杉,東急東横線/武蔵小杉駅 歩6分,武蔵小杉,15.5,0.3,15.8
賃貸マンション,みなとみらい線 元町・中華街駅 8階建 築2年,みなとみらい線/元町・中華街駅 歩3分,元町・中華街,15.6,0.7,16.3
賃貸マンション,みなとみらい線 元町・中華街駅 8階建 築2年,みなとみらい線/元町・中華街駅 歩3分,元町・中華街,16.0,0.7,16.7
賃貸マンション,Felice元町,みなとみらい線/元町・中華街駅 歩3分,元町・中華街,16.0,0.7,16.7
賃貸マンション,ヴァンティアンII日吉,グリーンライン/高田駅 歩6分,高田,12.6,0.61,13.209999999999999
賃貸マンション,ブランシア梶ヶ谷,東急田園都市線/梶が谷駅 歩2分,梶が谷,13.5,1.0,14.5
賃貸マンション,ブランシア梶ヶ谷,東急田園都市線/梶が谷駅 歩2分,梶が谷,13.7,1.0,14.7
賃貸アパート,ブルーライン 新羽駅 3階建 新築,ブルーライン/新羽駅 歩2分,新羽,9.85,0.5,10.35
賃貸アパート,グリーンライン 日吉本町駅 3階建 新築,グリーンライン/日吉本町駅 歩2分,日吉本町,12.1,0.5,12.6
賃貸アパート,グリーンライン 日吉本町駅 3階建 新築,グリーンライン/日吉本町駅 歩2分,日吉本町,12.1,0.5,12.6
賃貸アパート,グリーンライン 日吉本町駅 3階建 新築,グリーンライン/日吉本町駅 歩2分,日吉本町,12.4,0.5,12.9
賃貸アパート,グリーンライン 日吉本町駅 3階建 新築,グリーンライン/日吉本町駅 歩2分,日吉本町,12.7,0.5,13.2
賃貸マンション,サンウィステリア,小田急江ノ島線/藤沢本町駅 歩4分,藤沢本町,9.7,0.6,10.299999999999999
賃貸マンション,シャンティ,東急田園都市線/高津駅 歩6分,高津,12.5,0.5,13.0
賃貸マンション,プラウド横浜岡野一丁目,相鉄本線/平沼橋駅 歩5分,平沼橋,15.3,0.0,15.3
賃貸マンション,クリオラベルヴィ武蔵小杉グレイス,東急東横線/武蔵小杉駅 歩13分,武蔵小杉,13.5,1.0,14.5
賃貸マンション,ＪＲ横浜線 大口駅 7階建 築3年,ＪＲ横浜線/大口駅 歩3分,大口,10.4,0.8,11.200000000000001
賃貸マンション,東急東横線 反町駅 10階建 築4年,東急東横線/反町駅 歩6分,反町,18.0,0.6,18.6
賃貸アパート,小田急江ノ島線 本鵠沼駅 3階建 新築,小田急江ノ島線/本鵠沼駅 歩2分,本鵠沼,11.2,0.6,11.799999999999999
賃貸アパート,小田急江ノ島線 本鵠沼駅 3階建 新築,小田急江ノ島線/本鵠沼駅 歩2分,本鵠沼,12.2,0.6,12.799999999999999
賃貸アパート,小田急江ノ島線 本鵠沼駅 3階建 新築,小田急江ノ島線/本鵠沼駅 歩2分,本鵠沼,12.3,0.6,12.9
賃貸アパート,小田急江ノ島線 本鵠沼駅 3階建 新築,小田急江ノ島線/本鵠沼駅 歩2分,本鵠沼,12.4,0.6,13.0
賃貸マンション,イーリス二俣川,相鉄本線/二俣川駅 歩3分,二俣川,13.6,0.8,14.4
賃貸アパート,小田急線 向ヶ丘遊園駅 3階建 築6年,小田急線/向ヶ丘遊園駅 歩3分,向ヶ丘遊園,14.0,0.55,14.55
賃貸アパート,ブランカ,ＪＲ南武線/向河原駅 歩6分,向河原,13.6,0.9,14.5
賃貸マンション,ベイサイドヒルズ関内,ブルーライン/伊勢佐木長者町駅 歩5分,伊勢佐木長者町,13.5,1.25,14.75
賃貸アパート,グランクレール,ＪＲ南武線/久地駅 歩3分,久地,11.55,0.5,12.05
賃貸アパート,グランクレール,ＪＲ南武線/久地駅 歩3分,久地,12.45,0.5,12.95
賃貸アパート,グランクレール,ＪＲ南武線/久地駅 歩3分,久地,12.55,0.5,13.05
賃貸アパート,グランクレール,ＪＲ南武線/久地駅 歩3分,久地,12.6,0.5,13.1
賃貸アパート,小田急江ノ島線 本鵠沼駅 3階建 新築,小田急江ノ島線/本鵠沼駅 歩2分,本鵠沼,12.1,0.6,12.7
賃貸アパート,小田急江ノ島線 本鵠沼駅 3階建 新築,小田急江ノ島線/本鵠沼駅 歩2分,本鵠沼,12.1,0.6,12.7
賃貸アパート,小田急江ノ島線 本鵠沼駅 3階建 新築,小田急江ノ島線/本鵠沼駅 歩2分,本鵠沼,12.2,0.6,12.799999999999999
賃貸アパート,小田急江ノ島線 本鵠沼駅 3階建 新築,小田急江ノ島線/本鵠沼駅 歩2分,本鵠沼,12.2,0.6,12.799999999999999
賃貸アパート,小田急江ノ島線 本鵠沼駅 3階建 新築,小田急江ノ島線/本鵠沼駅 歩2分,本鵠沼,12.3,0.6,12.9
賃貸アパート,小田急江ノ島線 本鵠沼駅 3階建 新築,小田急江ノ島線/本鵠沼駅 歩2分,本鵠沼,12.3,0.6,12.9
賃貸マンション,CASSIA藤沢本町,小田急江ノ島線/藤沢本町駅 歩4分,藤沢本町,13.4,0.8,14.200000000000001
賃貸アパート,リベラマーロIV,小田急江ノ島線/本鵠沼駅 歩2分,本鵠沼,11.2,0.6,11.799999999999999
賃貸アパート,リベラマーロIV,小田急江ノ島線/本鵠沼駅 歩2分,本鵠沼,11.3,0.6,11.9
賃貸アパート,リベラマーロIV,小田急江ノ島線/本鵠沼駅 歩2分,本鵠沼,12.2,0.6,12.799999999999999
賃貸アパート,リベラマーロIV,小田急江ノ島線/本鵠沼駅 歩2分,本鵠沼,12.3,0.6,12.9
賃貸アパート,リベラマーロIV,小田急江ノ島線/本鵠沼駅 歩2分,本鵠沼,12.4,0.6,13.0
賃貸マンション,Brilliance House～ブリリアン ハウス～,ＪＲ南武線/向河原駅 歩7分,向河原,15.3,0.9,16.2
賃貸アパート,Lieto湘南,ＪＲ東海道本線/茅ケ崎駅 歩5分,茅ケ崎,9.5,0.3,9.8
賃貸アパート,ＪＲ南武線 久地駅 3階建 新築,ＪＲ南武線/久地駅 歩3分,久地,11.55,0.5,12.05
賃貸アパート,ＪＲ南武線 久地駅 3階建 新築,ＪＲ南武線/久地駅 歩3分,久地,12.15,0.5,12.65
賃貸アパート,ＪＲ南武線 久地駅 3階建 新築,ＪＲ南武線/久地駅 歩3分,久地,12.45,0.5,12.95
賃貸アパート,ＪＲ南武線 久地駅 3階建 新築,ＪＲ南武線/久地駅 歩3分,久地,12.55,0.5,13.05
賃貸アパート,ＪＲ南武線 久地駅 3階建 新築,ＪＲ南武線/久地駅 歩3分,久地,12.6,0.5,13.1
賃貸マンション,仮称　松風台メゾン,東急田園都市線/青葉台駅 歩6分,青葉台,15.0,0.85,15.85
賃貸マンション,仮称　松風台メゾン,東急田園都市線/青葉台駅 歩6分,青葉台,15.2,0.85,16.05
賃貸マンション,東急田園都市線 青葉台駅 2階建 新築,東急田園都市線/青葉台駅 歩6分,青葉台,15.0,0.85,15.85
賃貸マンション,東急田園都市線 青葉台駅 2階建 新築,東急田園都市線/青葉台駅 歩6分,青葉台,15.2,0.85,16.05
賃貸マンション,デュオステージ横濱伊勢佐木,ブルーライン/伊勢佐木長者町駅 歩6分,伊勢佐木長者町,12.0,1.5,13.5
賃貸マンション,デュオステージ横濱伊勢佐木,ブルーライン/伊勢佐木長者町駅 歩6分,伊勢佐木長者町,12.5,1.5,14.0
賃貸アパート,渚,小田急江ノ島線/湘南台駅 歩7分,湘南台,11.0,0.6,11.6
賃貸アパート,D Paina 日吉本町II,グリーンライン/日吉本町駅 歩2分,日吉本町,12.1,0.5,12.6
賃貸アパート,D Paina 日吉本町II,グリーンライン/日吉本町駅 歩2分,日吉本町,12.1,0.5,12.6
賃貸アパート,D Paina 日吉本町II,グリーンライン/日吉本町駅 歩2分,日吉本町,12.4,0.5,12.9
賃貸アパート,D Paina 日吉本町II,グリーンライン/日吉本町駅 歩2分,日吉本町,12.4,0.5,12.9
賃貸アパート,D Paina 日吉本町II,グリーンライン/日吉本町駅 歩2分,日吉本町,12.6,0.5,13.1
賃貸アパート,D Paina 日吉本町II,グリーンライン/日吉本町駅 歩2分,日吉本町,12.7,0.5,13.2
賃貸アパート,D Paina 日吉本町II,グリーンライン/日吉本町駅 歩2分,日吉本町,12.9,0.5,13.4
賃貸アパート,ディー パイナ 日吉本町2,グリーンライン/日吉本町駅 歩2分,日吉本町,12.4,0.5,12.9
賃貸アパート,ディー パイナ 日吉本町2,グリーンライン/日吉本町駅 歩2分,日吉本町,12.7,0.5,13.2
賃貸アパート,グリーンライン 日吉本町駅 3階建 新築,グリーンライン/日吉本町駅 歩2分,日吉本町,12.4,0.5,12.9
賃貸アパート,グリーンライン 日吉本町駅 3階建 新築,グリーンライン/日吉本町駅 歩2分,日吉本町,12.7,0.5,13.2
賃貸マンション,サン　フィールドIV,ＪＲ南武線/久地駅 歩4分,久地,8.9,0.55,9.450000000000001
賃貸マンション,サン　フィールドIV,ＪＲ南武線/久地駅 歩4分,久地,11.5,0.55,12.05
賃貸マンション,サン　フィールドIV,ＪＲ南武線/久地駅 歩4分,久地,11.7,0.55,12.25
賃貸マンション,サン　フィールドIV,ＪＲ南武線/久地駅 歩4分,久地,11.9,0.55,12.450000000000001
賃貸マンション,レスパルテ保土ヶ谷,ＪＲ横須賀線/保土ケ谷駅 歩3分,保土ケ谷,14.0,1.0,15.0
賃貸マンション,Regalo di antenato,ＪＲ南武線/小田栄駅 歩2分,小田栄,13.0,0.5,13.5
賃貸マンション,Regalo di antenato,ＪＲ南武線/小田栄駅 歩2分,小田栄,13.0,0.5,13.5
賃貸マンション,Regalo di antenato,ＪＲ南武線/小田栄駅 歩2分,小田栄,13.5,0.5,14.0
賃貸マンション,ベルプレジール,東急東横線/武蔵小杉駅 歩7分,武蔵小杉,14.2,0.8,15.0
賃貸マンション,東急東横線 武蔵小杉駅 5階建 築6年,東急東横線/武蔵小杉駅 歩7分,武蔵小杉,14.2,0.8,15.0
賃貸マンション,ラフィネ横浜,東急東横線/反町駅 歩2分,反町,13.3,0.6,13.9
賃貸マンション,相鉄本線 和田町駅 4階建 新築,相鉄本線/和田町駅 歩5分,和田町,15.0,1.35,16.35
賃貸マンション,相鉄本線 和田町駅 4階建 新築,相鉄本線/和田町駅 歩5分,和田町,15.1,1.35,16.45
賃貸マンション,東急田園都市線 宮崎台駅 14階建 築9年,東急田園都市線/宮崎台駅 歩3分,宮崎台,14.2,0.8,15.0
賃貸マンション,東急田園都市線 宮崎台駅 14階建 築9年,東急田園都市線/宮崎台駅 歩3分,宮崎台,15.4,0.8,16.2
賃貸マンション,東急田園都市線 宮崎台駅 14階建 築9年,東急田園都市線/宮崎台駅 歩3分,宮崎台,16.0,0.8,16.8
賃貸マンション,東急田園都市線 宮崎台駅 14階建 築9年,東急田園都市線/宮崎台駅 歩3分,宮崎台,19.9,0.8,20.7
賃貸アパート,La Felice (ラ　フェリーチェ）,東急田園都市線/梶が谷駅 歩7分,梶が谷,16.2,0.3,16.5
賃貸アパート,La Felice (ラ　フェリーチェ）,東急田園都市線/梶が谷駅 歩7分,梶が谷,16.3,0.3,16.6
賃貸アパート,La Felice (ラ　フェリーチェ）,東急田園都市線/梶が谷駅 歩7分,梶が谷,16.3,0.3,16.6
賃貸アパート,La Felice (ラ　フェリーチェ）,東急田園都市線/梶が谷駅 歩7分,梶が谷,16.4,0.3,16.7
賃貸アパート,La Felice (ラ　フェリーチェ）,東急田園都市線/梶が谷駅 歩7分,梶が谷,17.6,0.3,17.900000000000002
賃貸アパート,La Felice (ラ　フェリーチェ）,東急田園都市線/梶が谷駅 歩7分,梶が谷,17.7,0.3,18.0
賃貸アパート,La Felice (ラ　フェリーチェ）,東急田園都市線/梶が谷駅 歩7分,梶が谷,17.9,0.3,18.2
賃貸アパート,La Felice (ラ　フェリーチェ）,東急田園都市線/梶が谷駅 歩7分,梶が谷,18.8,0.3,19.1
賃貸アパート,La Felice (ラ　フェリーチェ）,東急田園都市線/梶が谷駅 歩7分,梶が谷,19.0,0.3,19.3
賃貸アパート,La Felice (ラ　フェリーチェ）,東急田園都市線/梶が谷駅 歩7分,梶が谷,19.2,0.3,19.5
賃貸マンション,fotress18,ＪＲ南武線/武蔵溝ノ口駅 歩7分,武蔵溝ノ口,14.0,0.7,14.7
賃貸マンション,ＪＲ京浜東北線 関内駅 11階建 築2年,ＪＲ京浜東北線/関内駅 歩9分,関内,10.6,1.4,12.0
賃貸マンション,G46 FIT HAUS,ＪＲ南武線/向河原駅 歩7分,向河原,16.3,0.5,16.8
賃貸マンション,G46 FIT HAUS,ＪＲ南武線/向河原駅 歩7分,向河原,16.3,0.5,16.8
賃貸マンション,ラシーネダイシヒルズ弐番館,京急大師線/東門前駅 歩7分,東門前,9.3,0.45,9.75
賃貸マンション,グリーンセント,ＪＲ南武線/宿河原駅 歩2分,宿河原,14.6,0.85,15.45
賃貸マンション,グリーンセント,ＪＲ南武線/宿河原駅 歩2分,宿河原,14.8,0.85,15.65
賃貸マンション,グリーンセント,ＪＲ南武線/宿河原駅 歩2分,宿河原,15.8,0.85,16.650000000000002
賃貸マンション,グリーンセント,ＪＲ南武線/宿河原駅 歩2分,宿河原,17.6,0.85,18.450000000000003
賃貸マンション,グリーンセント,ＪＲ南武線/宿河原駅 歩2分,宿河原,17.8,0.85,18.650000000000002
賃貸マンション,東急田園都市線 梶が谷駅 7階建 築10年,東急田園都市線/梶が谷駅 歩2分,梶が谷,13.5,1.0,14.5
賃貸マンション,東急田園都市線 梶が谷駅 7階建 築10年,東急田園都市線/梶が谷駅 歩2分,梶が谷,13.7,1.0,14.7
賃貸アパート,Ｆｒｉｓｃｈｅｒ　ＭｏｒｇｅｎIII（フリッシャーモルゲン３）,ブルーライン/中川駅 歩5分,中川,12.5,0.5,13.0
賃貸マンション,Ｍａｉｓｏｎ　ｄｅ　Ｔｒｉｎｉｔｙ　Ｎ,ＪＲ横浜線/大口駅 歩3分,大口,14.5,0.65,15.15
賃貸マンション,ＪＲ横浜線 大口駅 3階建 新築,ＪＲ横浜線/大口駅 歩3分,大口,14.5,0.65,15.15
賃貸マンション,ＪＲ横浜線 大口駅 3階建 新築,ＪＲ横浜線/大口駅 歩3分,大口,15.1,0.65,15.75
賃貸マンション,ＣＬＡＳＫＡ,ブルーライン/新横浜駅 歩5分,新横浜,13.7,1.0,14.7
賃貸アパート,東急東横線 菊名駅 2階建 築4年,東急東横線/菊名駅 歩3分,菊名,12.0,0.5,12.5
賃貸アパート,東急東横線 菊名駅 2階建 築4年,東急東横線/菊名駅 歩3分,菊名,16.5,0.5,17.0
賃貸マンション,東急新横浜線 新横浜駅 10階建 築1年,東急新横浜線/新横浜駅 歩5分,新横浜,13.1,0.8,13.9
賃貸マンション,ザパ一クハビオ横浜白楽,東急東横線/白楽駅 歩5分,白楽,13.3,2.0,15.3
賃貸マンション,ザパ一クハビオ横浜白楽,東急東横線/白楽駅 歩5分,白楽,13.7,2.0,15.7
賃貸マンション,ザパ一クハビオ横浜白楽,東急東横線/白楽駅 歩5分,白楽,14.5,2.0,16.5
賃貸マンション,ザパ一クハビオ横浜白楽,東急東横線/白楽駅 歩5分,白楽,15.3,2.0,17.3
賃貸マンション,東急東横線 白楽駅 10階建 新築,東急東横線/白楽駅 歩5分,白楽,13.3,2.0,15.3
賃貸マンション,東急東横線 白楽駅 10階建 新築,東急東横線/白楽駅 歩5分,白楽,13.7,2.0,15.7
賃貸マンション,東急東横線 白楽駅 10階建 新築,東急東横線/白楽駅 歩5分,白楽,14.5,2.0,16.5
賃貸マンション,東急東横線 白楽駅 10階建 新築,東急東横線/白楽駅 歩5分,白楽,15.3,2.0,17.3
賃貸マンション,仮）川崎区伊勢町新築工事,京急大師線/鈴木町駅 歩5分,鈴木町,11.6,0.3,11.9
賃貸マンション,仮）川崎区伊勢町新築工事,京急大師線/鈴木町駅 歩5分,鈴木町,12.1,0.3,12.4
賃貸マンション,仮）川崎区伊勢町新築工事,京急大師線/鈴木町駅 歩5分,鈴木町,12.1,0.3,12.4
賃貸マンション,仮）川崎区伊勢町新築工事,京急大師線/鈴木町駅 歩5分,鈴木町,12.3,0.3,12.600000000000001
賃貸マンション,仮）川崎区伊勢町新築工事,京急大師線/鈴木町駅 歩5分,鈴木町,12.6,0.3,12.9
賃貸マンション,仮）川崎区伊勢町新築工事,京急大師線/鈴木町駅 歩5分,鈴木町,12.8,0.3,13.100000000000001
賃貸マンション,ＪＲ鶴見線 国道駅 4階建 築3年,ＪＲ鶴見線/国道駅 歩9分,国道,12.1,0.7,12.799999999999999
賃貸マンション,ブルーライン 新横浜駅 11階建 築3年,ブルーライン/新横浜駅 歩8分,新横浜,18.0,1.2,19.2
賃貸マンション,楓ｋｏａ新丸子,東急東横線/新丸子駅 歩3分,新丸子,15.0,0.8,15.8
賃貸マンション,エフ・パークレジデンス綱島西,東急東横線/綱島駅 歩6分,綱島,14.3,0.8,15.100000000000001
賃貸マンション,Ｃｌａｉｒ　Ｃｏｍｆｏｒｔ横濱大口,ＪＲ横浜線/大口駅 歩2分,大口,12.9,0.3,13.200000000000001
賃貸マンション,Ｃｌａｉｒ　Ｃｏｍｆｏｒｔ横濱大口,ＪＲ横浜線/大口駅 歩2分,大口,13.0,0.3,13.3
賃貸マンション,Ｃｌａｉｒ　Ｃｏｍｆｏｒｔ横濱大口,ＪＲ横浜線/大口駅 歩2分,大口,13.1,0.3,13.4
